14110
6072
75	YIO	72.6832962	-77.9666977
76	YJN	45.2943993	-73.2810974
77	YJT	48.5442009	-58.5499992
78	YKA	50.7022018	-120.4440002
79	YKF	43.4608002	-80.3786011
80	YKL	54.8053017	-66.8052979
81	YKY	51.5175018	-109.1809998
82	YKZ	43.8622017	-79.3700027
83	YLD	47.8199997	-83.3467026
84	YLJ	54.1253014	-108.5230026
85	YLL	53.3092003	-110.0729980
86	YLT	82.5177994	-62.2806015
87	YLW	49.9561005	-119.3779984
88	YMA	63.6164017	-135.8679962
89	YMJ	50.3302994	-105.5589981
90	YMM	56.6533012	-111.2220001
91	YMO	51.2910995	-80.6078033
92	YMW	46.2728004	-75.9906006
93	YMX	45.6795010	-74.0386960
94	YNA	50.1899986	-61.7891998
95	YND	45.5217018	-75.5635986
96	YNM	49.7616997	-77.8028030
97	YOC	67.5706024	-139.8390045
98	YOD	54.4049988	-110.2789993
99	YOJ	58.6213989	-117.1650009
100	YOW	45.3224983	-75.6691971
101	YPA	53.2141991	-105.6729965
102	YPE	56.2268980	-117.4469990
103	YPG	49.9030990	-98.2738170
105	YPL	51.4463997	-90.2142029
106	YPN	49.8363991	-64.2885971
107	YPQ	44.2299995	-78.3632965
108	YPR	54.2860985	-130.4450073
109	YPY	58.7672005	-111.1169968
110	YQA	44.9747009	-79.3032990
111	YQB	46.7911000	-71.3933030
112	YQF	52.1822014	-113.8939972
113	YQG	42.2756004	-82.9555969
114	YQH	60.1164017	-128.8220062
115	YQK	49.7882996	-94.3630981
116	YQL	49.6302986	-112.8000031
117	YQM	46.1122017	-64.6785965
119	YQQ	49.7108002	-124.8870010
120	YQR	50.4319000	-104.6660004
121	YQT	48.3718987	-89.3238983
122	YQU	55.1796989	-118.8850021
123	YQV	51.2647018	-102.4619980
124	YQW	52.7691994	-108.2440033
125	YQX	48.9369011	-54.5681000
126	YQY	46.1614000	-60.0477980
127	YQZ	53.0261002	-122.5100021
128	YRB	74.7169037	-94.9693985
129	YRI	47.7644005	-69.5847015
130	YRJ	48.5200005	-72.2656021
131	YRM	52.4296989	-114.9039993
132	YRT	62.8114014	-92.1157990
133	YSB	46.6250000	-80.7988968
134	YSC	45.4385986	-71.6913986
135	YSJ	45.3161011	-65.8902969
136	YSM	60.0203018	-111.9619980
137	YSR	72.9822010	-84.6136020
138	YSU	46.4406013	-63.8335991
139	YSY	71.9938965	-125.2429962
140	YTE	64.2300034	-76.5267029
141	YTH	55.8011017	-97.8641968
142	YTR	44.1189003	-77.5280991
143	YTS	48.5696983	-81.3767014
144	YTZ	43.6274990	-79.3962020
145	YUB	69.4332962	-133.0260010
146	YUL	45.4706001	-73.7407990
147	YUT	66.5214005	-86.2247009
148	YUX	68.7761002	-81.2425000
149	YUY	48.2061005	-78.8356018
150	YVC	55.1514015	-105.2620010
151	YVG	53.3558006	-110.8239975
152	YVM	67.5457993	-64.0314026
153	YVO	48.0532990	-77.7827988
154	YVP	58.0960999	-68.4269028
155	YVQ	65.2816010	-126.7979965
156	YVR	49.1939011	-123.1839981
157	YVT	55.8418999	-108.4179993
158	YVV	44.7458000	-81.1072010
159	YWA	45.9522018	-77.3191986
160	YWG	49.9099998	-97.2398987
161	YWK	52.9219017	-66.8644028
162	YWL	52.1831017	-122.0540009
163	YWY	63.2094002	-123.4369965
164	YXC	49.6108017	-115.7819977
165	YXD	53.5724983	-113.5210037
166	YXE	52.1707993	-106.6999969
167	YXH	50.0189018	-110.7210007
168	YXJ	56.2380981	-120.7399979
169	YXL	50.1138992	-91.9052963
170	YXP	66.1449966	-65.7136002
171	YXR	47.6974007	-79.8473454
172	YXS	53.8894005	-122.6790009
173	YXT	54.4684980	-128.5760090
174	YXU	43.0355990	-81.1539000
175	YXX	49.0252991	-122.3610001
176	YXY	60.7095985	-135.0670013
177	YYB	46.3636020	-79.4227980
178	YYC	51.1138992	-114.0199966
179	YYD	54.8246994	-127.1829987
180	YYE	58.8363991	-122.5970001
181	YYF	49.4631004	-119.6019974
182	YYG	46.2900009	-63.1211014
183	YYH	69.5466995	-93.5766983
184	YYJ	48.6469002	-123.4260025
185	YYL	56.8638992	-101.0759964
186	YYN	50.2919006	-107.6910019
187	YYQ	58.7392006	-94.0650024
188	YYR	53.3191986	-60.4258003
189	YYT	47.6185989	-52.7518997
190	YYU	49.4138985	-82.4674988
191	YYW	50.2902985	-88.9096985
192	YYY	48.6086006	-68.2080994
193	YYZ	43.6772003	-79.6306000
194	YZD	43.7425003	-79.4655991
195	YZE	45.8852997	-82.5678024
196	YZF	62.4627991	-114.4400024
197	YZH	55.2930984	-114.7770004
198	YZP	53.2542992	-131.8139954
199	YZR	42.9994011	-82.3088989
200	YZT	50.6805992	-127.3669968
201	YZU	54.1439018	-115.7870026
202	YZV	50.2233009	-66.2656021
203	YZW	60.1727982	-132.7429962
204	YZX	44.9844017	-64.9169006
205	ZFA	62.2075005	-133.3760071
206	ZFM	67.4075012	-134.8609924
207	QLD	36.5036011	2.8141699
208	BUJ	35.3325005	4.2063899
209	BJA	36.7120018	5.0699201
210	ALG	36.6910019	3.2154100
211	DJG	24.2928010	9.4524400
214	VVZ	26.7234993	8.6226501
216	TMR	22.8115005	5.4510798
217	GJL	36.7951012	5.8736100
218	MZW	33.5359001	-0.2423530
220	AAE	36.8222010	7.8091740
221	CZL	36.2760010	6.6203899
222	TEE	35.4315987	8.1207199
224	HRM	32.9304008	3.3115399
225	TID	35.3410988	1.4631500
227	TIN	27.7003994	-8.1671000
228	CFK	36.2126999	1.3317699
229	TAF	35.5424004	-0.5322780
230	TLM	35.0167007	-1.4500000
231	ORN	35.6239014	-0.6211830
232	BFW	35.1717987	-0.5932750
233	MUW	35.2076988	0.1471420
234	AZR	27.8376007	-0.1864140
235	BSK	34.7933006	5.7382302
236	ELG	30.5713005	2.8595901
237	GHA	32.3841019	3.7941101
238	HME	31.6730003	6.1404400
239	INZ	27.2509995	2.5120201
240	TGR	33.0677986	6.0886698
241	LOO	33.7644005	2.9283400
242	TMX	29.2371006	0.2760330
243	OGX	31.9172001	5.4127798
244	IAM	28.0515000	9.6429100
245	COO	6.3572302	2.3843501
246	OUA	12.3532000	-1.5124200
247	BOY	11.1601000	-4.3309698
248	ACC	5.6051898	-0.1667860
249	TML	9.5571899	-0.8632140
251	NYI	7.3618302	-2.3287599
252	TKD	4.8960600	-1.7747600
253	ABJ	5.2613902	-3.9262900
254	BYK	7.7388000	-5.0736699
255	DJO	6.7928100	-6.4731898
256	HGO	9.3871803	-5.5566602
257	MJC	7.2720699	-7.5873599
258	SPY	4.7467198	-6.6608200
259	ASK	6.9031701	-5.3655801
260	ABV	9.0067902	7.2631698
261	AKR	7.2467399	5.3010101
262	BNI	6.3169799	5.5995002
263	CBQ	4.9760199	8.3472004
264	ENU	6.4742699	7.5619602
266	IBA	7.3624601	3.9783299
267	ILR	8.4402103	4.4939198
268	JOS	9.6398296	8.8690500
269	KAD	10.6960001	7.3201098
270	KAN	12.0476000	8.5246200
271	MIU	11.8552999	13.0809002
272	MDI	7.7038800	8.6139400
273	LOS	6.5773702	3.3211601
274	MXJ	9.6521702	6.4622598
275	PHC	5.0154901	6.9495902
276	SKO	12.9162998	5.2071900
277	YOL	9.2575502	12.4303999
278	ZAR	11.1302000	7.6858100
279	MFQ	13.5024996	7.1267500
280	NIM	13.4815000	2.1836100
281	THZ	14.8757000	5.2653599
282	AJY	16.9659996	8.0001097
285	ZND	13.7790003	8.9837599
286	MIR	35.7580986	10.7546997
287	TUN	36.8510017	10.2271996
290	GAF	34.4220009	8.8225002
291	GAE	33.8768997	10.1033001
293	DJE	33.8750000	10.7755003
294	EBM	31.7042999	9.2546196
295	SFA	34.7179985	10.6910000
296	TOE	33.9397011	8.1105604
297	LRL	9.7673302	1.0912499
298	LFW	6.1656098	1.2545100
299	ANR	51.1893997	4.4602799
302	BRU	50.9014015	4.4844398
304	CRL	50.4592020	4.4538200
308	KJK	50.8171997	3.2047200
309	LGG	50.6374016	5.4432201
310	OST	51.1988983	2.8622200
316	OBL	51.2647020	4.7533300
318	AOC	50.9819450	12.5063890
325	IES	51.2936096	13.3561106
326	REB	53.3063889	12.7522221
328	QXH	52.2036090	13.1563890
329	BBH	54.3382530	12.7105150
332	ZMG	52.0736120	11.6263890
335	CBU	51.8894420	14.5319440
337	SXF	52.3800010	13.5225000
338	DRS	51.1328011	13.7672005
339	ERF	50.9798012	10.9581003
340	FRA	50.0333330	8.5705560
341	FMO	52.1346016	7.6848302
342	HAM	53.6304016	9.9882298
343	THF	52.4729996	13.4039001
344	CGN	50.8658981	7.1427398
345	DUS	51.2895010	6.7667800
346	MUC	48.3538020	11.7861000
347	NUE	49.4986990	11.0780560
348	LEJ	51.4238890	12.2363890
349	SCN	49.2145996	7.1095099
350	STR	48.6898994	9.2219601
351	TXL	52.5597000	13.2877000
352	HAJ	52.4611015	9.6850796
353	BRE	53.0475006	8.7866697
354	QEF	49.9599990	8.6458330
355	HHN	49.9487000	7.2638900
356	MHG	49.4730570	8.5141670
360	EIB	50.9916040	10.4797300
361	SGE	50.7076988	8.0829697
362	XFW	53.5352783	9.8355560
363	KEL	54.3794441	10.1452780
364	LBC	53.8054008	10.7192001
368	ESS	51.4023018	6.9373298
369	BFE	51.9647220	8.5444440
370	MGL	51.2302780	6.5044440
371	PAD	51.6141014	8.6163197
373	DTM	51.5182991	7.6122398
374	AGB	48.4252780	10.9316670
378	OBF	48.0814020	11.2831000
379	RBM	48.9008331	12.5166674
382	FDH	47.6712990	9.5114899
383	SZW	53.4269980	11.7834000
386	BYU	49.9850010	11.6400000
387	URD	49.7941666	11.1336107
388	HOQ	50.2886124	11.8563890
393	ZQW	49.2094000	7.4005600
394	ZQL	47.9733315	8.5222216
399	BWE	52.3191990	10.5561000
400	KSF	51.4172730	9.3849670
402	BRV	53.5069430	8.5727780
403	EME	53.3911090	7.2275000
405	WVN	53.5022202	8.0522223
406	BMK	53.5963900	6.7091670
407	NRD	53.7069435	7.2300000
408	FLF	54.7733345	9.3788891
410	GWT	54.9132004	8.3404703
412	KDL	58.9907990	22.8306999
413	URE	58.2299004	22.5095005
414	EPU	58.4189987	24.4727993
415	TLL	59.4132996	24.8327999
416	TAY	58.3074989	26.6903992
417	ENF	68.3626022	23.4242992
419	KEV	61.8560390	24.7866860
420	HEM	60.2546005	25.0428009
421	HEL	60.3171997	24.9633007
424	HYV	60.6543999	24.8810997
427	KTQ	62.1661000	30.0736010
428	IVL	68.6072998	27.4053001
429	JOE	62.6628990	29.6075001
430	JYV	62.3995018	25.6783009
431	KAU	63.1271020	23.0513990
432	KEM	65.7787018	24.5820999
433	KAJ	64.2854996	27.6924000
434	KHJ	62.4625015	22.3931007
435	KOK	63.7211990	23.1431007
437	KAO	65.9876022	29.2394009
438	KTT	67.7009964	24.8467999
439	KUO	63.0070992	27.7978001
440	QLF	61.1441990	25.6935010
441	LPP	61.0446010	28.1447430
442	MHQ	60.1222000	19.8981991
444	MIK	61.6866000	27.2017990
446	OUL	64.9300995	25.3546009
448	POR	61.4617004	21.7999992
453	RVN	66.5647964	25.8304005
455	SVL	61.9431000	28.9451008
457	SOT	67.3949966	26.6191006
458	TMP	61.4141006	23.6044006
460	TKU	60.5140991	22.2628002
461	UTI	60.8964005	26.9384003
462	VAA	63.0507011	21.7621994
463	VRK	62.1711006	27.8686008
464	YLI	64.0547222	24.7252778
465	BFS	54.6575012	-6.2158298
466	ENK	54.3988991	-7.6516700
467	BHD	54.6180992	-5.8724999
468	LDY	55.0428009	-7.1611099
469	BHX	52.4538994	-1.7480299
470	CVT	52.3697014	-1.4797200
472	GLO	51.8941994	-2.1672201
475	GBA	51.6680950	-2.0569400
478	MAN	53.3536987	-2.2749500
481	NQY	50.4406013	-4.9954100
482	LYE	51.5051000	-1.9934300
486	YEO	51.0093994	-2.6388199
487	HAW	51.8330994	-4.9611101
488	CWL	51.3967018	-3.3433299
489	SWS	51.6053009	-4.0678301
490	BRS	51.3827020	-2.7190900
491	LPL	53.3335991	-2.8497200
492	LTN	51.8746986	-0.3683330
493	PLH	50.4227980	-4.1058300
494	BOH	50.7799988	-1.8425000
495	SOU	50.9502983	-1.3568000
496	QLA	51.1871986	-1.0335000
497	ACI	49.7061040	-2.2147200
498	GCI	49.4350014	-2.6019700
499	JER	49.2079010	-2.1955099
500	ESH	50.8356020	-0.2972220
501	BQH	51.3307991	0.0325000
502	LGW	51.1481020	-0.1902780
503	LCY	51.5052990	0.0552780
504	FAB	51.2757988	-0.7763330
506	BBS	51.3238983	-0.8475000
507	LHR	51.4706000	-0.4619410
508	SEN	51.5713997	0.6955560
509	LYX	50.9561005	0.9391670
510	MSE	51.3422010	1.3461100
512	CAX	54.9375000	-2.8091700
514	BLK	53.7717018	-3.0286100
515	HUY	53.5744019	-0.3508330
516	BWF	54.1286111	-3.2675000
517	LBA	53.8658981	-1.6605700
518	WRT	53.7450980	-2.8830600
519	CEG	53.1781006	-2.9777801
520	IOM	54.0833015	-4.6238899
521	NCL	55.0374985	-1.6916699
522	MME	54.5092010	-1.4294100
523	EMA	52.8311005	-1.3280600
529	KOI	58.9578018	-2.9050000
530	LSI	59.8788986	-1.2955600
531	WIC	58.4589005	-3.0930600
532	ABZ	57.2019005	-2.1977799
533	INV	57.5424995	-4.0475001
534	GLA	55.8718987	-4.4330602
535	EDI	55.9500008	-3.3724999
536	ILY	55.6819000	-6.2566700
537	PIK	55.5093994	-4.5866699
538	BEB	57.4810982	-7.3627801
539	SCS	60.4328003	-1.2961100
540	DND	56.4524994	-3.0258300
541	SYY	58.2155991	-6.3311100
542	TRE	56.4991989	-6.8691702
543	ADX	56.3728981	-2.8684399
544	LMO	57.7052002	-3.3391700
545	CBG	52.2050020	0.1750000
547	NWI	52.6758003	1.2827801
548	STN	51.8849983	0.2350000
552	EXT	50.7344017	-3.4138899
553	FZO	51.5194016	-2.5908301
554	OXF	51.8368988	-1.3200001
555	BEX	51.6164017	-1.0958300
556	LKZ	52.4093018	0.5610000
557	MHZ	52.3619003	0.4864060
559	QUY	52.3572006	-0.1078330
560	FFD	51.6822014	-1.7900300
561	BZZ	51.7500000	-1.5836200
562	ODH	51.2341003	-0.9428250
564	NHT	51.5530014	-0.4181670
565	QCY	53.0929985	-0.1660140
569	BEQ	52.3426018	0.7729390
571	SQZ	53.3078003	-0.5508330
573	HRT	54.0489006	-1.2527500
574	WTN	53.1661987	-0.5238110
578	KNF	52.6483950	0.5506920
579	MPN	-51.8227997	-58.4472008
580	AMS	52.3086010	4.7638900
582	MST	50.9117010	5.7701400
585	EIN	51.4500999	5.3745298
586	GRQ	53.1197014	6.5794401
587	GLZ	51.5674019	4.9318299
588	DHR	52.9234009	4.7806201
589	LEY	52.4603000	5.5272200
590	LWR	53.2285995	5.7605600
591	RTM	51.9569020	4.4372200
592	UTC	52.1273003	5.2761898
593	ENS	52.2758330	6.8891670
594	LID	52.1660995	4.4179401
595	WOE	51.4491000	4.3420300
596	ORK	51.8413010	-8.4911098
597	GWY	53.3002014	-8.9415903
599	DUB	53.4212990	-6.2700700
600	NOC	53.9103012	-8.8184900
601	KIR	52.1809006	-9.5237799
603	SNN	52.7020000	-8.9248200
604	SXL	54.2802010	-8.5992098
605	WAT	52.1871986	-7.0869598
607	AAR	56.2999992	10.6190004
608	BLL	55.7402992	9.1517801
609	CPH	55.6179008	12.6560001
610	EBJ	55.5259020	8.5534000
612	KRP	56.2975006	9.1246300
613	BYR	57.2771988	11.0001001
614	MRW	54.6992990	11.4401000
615	ODE	55.4766998	10.3309002
617	RKE	55.5856018	12.1314001
618	RNN	55.0633011	14.7595997
619	SGD	54.9644012	9.7917299
621	SKS	55.2210480	9.2670200
622	SQW	56.5502014	9.1729803
623	TED	57.0688019	8.7052202
625	FAE	62.0635986	-7.2772198
627	STA	55.9901009	8.3539104
628	AAL	57.0927589	9.8492432
629	LUX	49.6233333	6.2044444
630	AES	62.5625000	6.1197000
631	ANX	69.2925034	16.1441994
632	ALF	69.9760971	23.3717003
634	BNN	65.4610977	12.2174997
635	BOO	67.2692032	14.3653002
636	BGO	60.2933998	5.2181401
637	BJF	70.6005020	29.6914005
638	KRS	58.2042010	8.0853700
639	DLD	60.4173012	8.5183496
640	BDU	69.0558014	18.5403996
641	EVE	68.4913025	16.6781006
642	VDB	61.0155983	9.2880602
643	FRO	61.5835991	5.0247202
644	OSL	60.1210000	11.0502000
645	HAU	59.3452988	5.2083602
646	HAA	70.4867020	22.1396999
647	KSU	63.1118011	7.8245201
649	KKN	69.7257996	29.8913002
650	FAN	58.0994987	6.6260500
651	MOL	62.7447014	7.2624998
652	MJF	65.7839966	13.2149000
653	LKL	70.0688019	24.9734993
654	NTB	59.5657010	9.2122200
655	OLA	63.6988983	9.6040001
656	RRS	62.5783997	11.3423004
657	RYG	59.3788170	10.7854390
658	LYR	78.2461014	15.4656000
659	SKE	59.1850014	9.5669403
660	SRP	59.7919006	5.3408499
662	SSJ	65.9568024	12.4688997
663	TOS	69.6832962	18.9188995
664	TRF	59.1866989	10.2586002
665	TRD	63.4578018	10.9239998
666	SVG	58.8767014	5.6377802
668	GDN	54.3776016	18.4661999
669	KRK	50.0777020	19.7848000
671	KTW	50.4743000	19.0800000
674	POZ	52.4210014	16.8262997
675	RZE	50.1100006	22.0189991
676	SZZ	53.5847015	14.9021997
677	OSP	54.4789009	17.1075001
679	WAW	52.1656990	20.9671001
680	WRO	51.1026993	16.8857994
681	IEG	52.1385002	15.7986002
685	RNB	56.2667007	15.2650003
687	GOT	57.6627998	12.2798004
688	JKG	57.7575989	14.0686998
690	LDK	58.4655000	13.1744000
691	GSE	57.7747000	11.8704000
692	KVB	58.4564018	13.9727001
693	THN	58.3181000	12.3450003
697	KSK	59.3459015	14.4959002
698	MXX	60.9579010	14.5114000
699	NYO	58.7886009	16.9122009
703	KID	55.9216995	14.0854998
705	OSK	57.3504980	16.4979990
707	KLR	56.6855011	16.2875996
708	MMX	55.5363054	13.3761978
709	HAD	56.6911011	12.8202000
711	VXO	56.9291000	14.7279997
714	EVG	62.0477982	14.4229002
715	GEV	67.1324005	20.8146000
716	HUV	61.7681007	17.0806999
718	KRF	63.0485992	17.7688999
719	LYC	64.5483017	18.7161999
721	SDL	62.5280991	17.4438992
722	OER	63.4082985	18.9899998
724	KRN	67.8219986	20.3367996
726	SFT	64.6248016	21.0769005
728	UME	63.7918015	20.2828007
729	VHM	64.5791016	16.8335991
730	AJR	65.5903015	19.2819004
731	ORB	59.2237015	15.0380001
733	VST	59.5894012	16.6336002
734	LLA	65.5438004	22.1219997
737	ARN	59.6519012	17.9186001
738	BMA	59.3544006	17.9417000
739	BLE	60.4220009	15.5151997
740	HLF	57.5257990	15.8233000
741	GVX	60.5932999	16.9514008
742	LPI	58.4062004	15.6805000
743	NRK	58.5862999	16.2506008
745	EKT	59.3511009	16.7084007
746	VBY	57.6627998	18.3462009
750	SPM	49.9726982	6.6925001
751	RMS	49.4369011	7.6002798
753	GHF	49.6481018	9.9664898
755	ZCN	52.5912018	10.0221004
757	FRZ	51.1146000	9.2860000
764	ZNF	50.1692010	8.9615900
766	KZG	49.7430990	10.2006000
767	FCN	53.7677002	8.6584997
769	GKE	50.9608000	6.0424200
772	RLG	53.9182014	12.2783003
774	WBG	54.4593010	9.5163300
780	WIE	50.0498009	8.3254004
784	FEL	48.2055550	11.2669440
786	IGS	48.7156982	11.5340004
789	GUT	51.9227980	8.3063300
790	ALJ	-28.5750010	16.5333000
791	AGZ	-29.2817993	18.8139000
793	BIY	-32.8970985	27.2791004
794	BFN	-29.0926991	26.3024006
797	CPT	-33.9648018	18.6016998
799	DUR	-29.6144444	31.1197222
800	ELS	-33.0355988	27.8258991
802	FCB	-28.8230991	27.9088993
803	GCJ	-25.9862995	28.1401005
804	GRJ	-34.0056000	22.3789020
810	HRS	-28.2350998	29.1061993
811	HDS	-24.3686008	31.0487003
813	JNB	-26.1392000	28.2460000
814	KXE	-26.8710995	26.7180004
815	KIM	-28.8027992	24.7651997
818	KMH	-27.4566994	23.4113998
819	KLZ	-29.6884003	17.0939999
820	HLA	-25.9384995	27.9260998
823	SDB	-32.9688988	18.1602993
824	LAY	-28.5816994	29.7497005
827	MGH	-30.8574009	30.3430004
831	LLE	-25.4300003	31.5767002
833	MZQ	-27.6261005	32.0443001
834	NCS	-27.7705994	29.9769001
836	OVG	-34.5549011	20.2507000
837	OUH	-33.6069984	22.1889992
838	PLZ	-33.9849014	25.6173000
839	PBZ	-34.0881602	23.3287234
840	PHW	-23.9372005	31.1553993
842	JOH	-31.6058998	29.5198002
843	PZB	-29.6490002	30.3987007
844	NTY	-25.3337994	27.1734009
845	PTG	-23.8452690	29.4586150
846	PCF	-26.6709995	27.0818996
848	UTW	-31.9202003	26.8822002
849	RCB	-28.7409992	32.0920982
851	ROD	-33.8121986	19.9027996
852	SBU	-29.6893005	17.9396000
853	ZEC	-26.5240994	29.1700993
857	SIS	-27.6485996	22.9993000
859	SZK	-24.9608994	31.5886993
863	LTA	-23.8243999	30.3292999
864	ULD	-28.3206005	31.4165001
865	UTN	-28.3990994	21.2602005
866	UTT	-31.5463632	28.6733551
867	VRU	-26.9824009	24.7287998
868	VIR	-29.7705994	31.0583992
869	VRE	-31.6410007	18.5447998
871	PRY	-25.6539000	28.2241990
873	WKF	-25.8299999	28.2224998
877	FRW	-21.1595993	27.4745007
878	JWA	-24.6023006	24.6910000
879	BBK	-17.8328991	25.1623993
880	MUB	-19.9726009	23.4311008
881	GBE	-24.5552010	25.9182000
882	PKW	-22.0583000	27.8288000
883	BZV	-4.2516999	15.2530003
884	FTX	-0.5313500	15.9500999
885	OUE	1.6159900	16.0379009
886	PNR	-4.8160300	11.8865995
887	MTS	-26.5289993	31.3075008
888	BGF	4.3984799	18.5188007
889	BBT	4.2215800	15.7863998
890	BSG	1.9054700	9.8056803
891	SSG	3.7552700	8.7087202
892	ASI	-7.9696000	-14.3937000
893	MRU	-20.4302010	57.6836010
894	RRG	-19.7577000	63.3610000
895	NKW	-7.3132700	72.4111020
896	TKC	4.0891900	9.3605299
897	DLA	4.0060802	9.7194796
898	MVR	10.4513998	14.2573996
899	FOM	5.6369200	10.7508001
900	NGE	7.3570099	13.5592003
901	GOU	9.3358898	13.3701000
902	BFX	5.5369201	10.3546000
903	BPC	6.0392399	10.1225996
904	YAO	3.8360400	11.5235004
905	CGJ	-12.5727997	27.8938999
906	LVI	-17.8218002	25.8227005
907	LUN	-15.3308001	28.4526005
908	MFU	-13.2588997	31.9365997
909	MNR	-15.2545004	23.1623001
910	NLA	-12.9981003	28.6648998
911	KIW	-12.9005003	28.1499004
912	HAH	-11.5337000	43.2719000
913	NWA	-12.2981005	43.7663994
914	AJN	-12.1316996	44.4303017
915	DZA	-12.8046999	45.2811012
916	RUN	-20.8871002	55.5102997
917	ZSE	-21.3209000	55.4249992
918	TNR	-18.7969000	47.4788020
919	ZVA	-19.5627995	45.4508018
920	SMS	-17.0939007	49.8157997
921	TMM	-18.1095009	49.3925018
922	MOQ	-20.2847004	44.3176003
923	DIE	-12.3493996	49.2916985
924	WMR	-16.1639004	49.7737999
925	ZWA	-14.6517000	49.6206017
926	AMB	-13.1884003	48.9879990
927	ANM	-14.9994001	50.3202019
928	HVA	-14.6296997	47.7638016
929	MJN	-15.6668417	46.3512325
930	NOS	-13.3121004	48.3148003
931	BPY	-16.7445303	44.4824839
932	WMN	-15.4366999	49.6883011
933	SVB	-14.2785997	50.1747017
934	VOH	-13.3758001	50.0028000
935	WAI	-14.8987999	47.9939003
936	IVA	-13.4848160	48.6327020
937	FTU	-25.0380993	46.9561005
938	WFI	-21.4416008	47.1116982
939	RVA	-22.8052998	47.8205986
940	WVK	-22.1196995	48.0217018
941	MNJ	-21.2017994	48.3582993
942	MXM	-21.7539005	43.3754997
943	TLE	-23.3834000	43.7285004
944	SSY	-6.2698998	14.2469997
945	BUG	-12.6090002	13.4036999
946	CAB	-5.5969901	12.1884003
948	NOV	-12.8088999	15.7605000
949	SVP	-12.4046001	16.9473991
951	LAD	-8.8583700	13.2312000
952	MEG	-9.5250902	16.3124008
953	SPP	-14.6576004	17.7198009
955	GXG	-7.7545099	15.2876997
956	PBN	-10.7220001	13.7655001
957	VHC	-9.6890697	20.4319000
958	SZA	-6.1410899	12.3718004
959	SDD	-14.9246998	13.5749998
960	LUO	-11.7680998	19.8976994
961	UGO	-7.6030698	15.0277996
962	XGN	-16.7553997	14.9652996
963	OYE	1.5431100	11.5813999
964	OKN	-0.6652140	13.6731005
965	LBQ	-0.7043890	10.2456999
966	BMM	2.0756400	11.4932003
967	POG	-0.7117390	8.7543802
968	OMB	-1.5747300	9.2626896
969	MKU	0.5792110	12.8908997
970	LBV	0.4586000	9.4122801
971	MVB	-1.6561600	13.4379997
972	PCP	1.6629400	7.4117398
973	TMS	0.3781750	6.7121501
974	BEW	-19.7964001	34.9076004
976	INH	-23.8764000	35.4085007
977	VXC	-13.2740000	35.2663000
978	LFB	-15.0331001	40.6716995
979	MPM	-25.9207990	32.5726010
